order,easting,northing,period,cld_st,cld_end,t_sun,Ppip,hab,den_cont,den_int,den_wtt,gap,den_w1,den_w2,den_w3,dist_M5,dist_conif,dist_river,dist_dec,dist_awood,dist_im,den_SE_im,den_SE_dec,den_SE_ah,den_SE_ac,den_PE_im_im,den_PE_ah_im,den_PE_ac_im,den_PE_ac_ac,den_PE_ah_ah
1420,330480.811400,132887.937300,546,0,0,1.728,12,wtt,0.00156,0.00132,0.00035,0.00000,0.00008,0.00068,0.00020,924.87097,10.00000,211.89619,10.00000,14354.14941,0.00000,0.00577,0.00156,0.00017,0.00000,0.00099,0.00132,0.00000,0.00000,0.00000
43,295838.519700,96709.295200,10,2,2,2.641,13,int,0.00000,0.00219,0.00062,0.00000,0.00000,0.00000,0.00023,1603.05818,547.08319,366.87872,0.00000,670.82037,80.62257,0.00369,0.00000,0.00647,0.00006,0.00000,0.00000,0.00375,0.00405,0.00000
72,296180.500500,96876.000900,25,99,99,1.267,13,wtt,0.00000,0.00272,0.00062,0.00000,0.00000,0.00000,0.00000,605.43925,278.02878,633.24561,278.02878,844.03790,0.00000,0.00907,0.00000,0.00362,0.00004,0.00211,0.00000,0.00000,0.00227,0.00000
111,296482.634100,99298.294200,46,90,75,1.139,13,int,0.00524,0.00149,0.00008,0.00000,0.00019,0.00000,0.00000,753.78493,50.00000,770.25970,0.00000,921.35767,20.00000,0.00766,0.00546,0.00318,0.00001,0.00400,0.00232,0.00041,0.00000,0.00108
196,302250.694000,103864.195200,78,0,0,1.967,13,int,0.00001,0.00270,0.00000,0.90986,0.00000,0.00000,0.00006,821.35479,490.30603,667.08319,0.00000,1430.55933,10.00000,0.00478,0.00000,0.00354,0.00000,0.00219,0.00000,0.00000,0.00000,0.00000
214,302619.413700,103727.132400,84,0,0,2.455,13,int,0.00000,0.00282,0.00000,0.00000,0.00003,0.00000,0.00006,1019.67474,403.11288,442.83179,403.11288,1604.30676,10.00000,0.00560,0.00000,0.00371,0.00004,0.00000,0.00000,0.00244,0.00060,0.00199
251,302416.288600,103753.187500,101,80,60,1.440,13,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1074.86158,427.55118,520.86469,427.55118,1545.47729,131.52946,0.00101,0.00000,0.00000,0.00000,0.00000,0.00101,0.00000,0.00000,0.00099
274,303483.020700,106183.750300,112,90,90,2.143,13,int,0.00000,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,828.38510,360.55511,0.00000,360.55511,0.00000,0.00000,0.00747,0.00000,0.00000,0.00005,0.00380,0.00000,0.00605,0.00239,0.00000
294,303703.539600,106037.279200,126,95,95,0.977,13,int,0.00138,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1224.34555,0.00000,332.41541,502.19519,0.00000,0.00000,0.00629,0.00000,0.00133,0.00004,0.00191,0.00166,0.00284,0.00120,0.00000
317,303480.991400,106188.237400,137,95,95,1.295,13,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
345,304841.131300,112883.872500,144,90,95,1.858,13,cont,0.00367,0.00269,0.00000,0.00000,0.00001,0.00061,0.00007,1584.37780,92.19544,876.41315,92.19544,6214.25781,116.61904,0.00378,0.00192,0.00675,0.00000,0.00101,0.00194,0.00098,0.00000,0.00119
393,304905.332400,112818.178700,157,100,75,1.585,13,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
411,310163.701500,115854.426800,166,35,100,3.213,13,int,0.00000,0.00607,0.00030,0.00000,0.00000,0.00222,0.00000,1417.09943,574.28217,415.93268,574.28217,1464.54773,82.46211,0.00403,0.00000,0.00000,0.00004,0.00000,0.00000,0.00136,0.00388,0.00000
491,310324.635000,115406.713100,188,100,100,0.822,13,cont,0.00729,0.00446,0.00018,0.00000,0.00012,0.00180,0.00049,1030.22378,490.91751,659.46948,490.91751,1736.66345,100.00000,0.00150,0.00000,0.00278,0.00011,0.00000,0.00000,0.00242,0.00257,0.00798
689,318847.715800,119294.776200,299,25,80,2.106,13,cont,0.00182,0.00566,0.00000,0.00000,0.00011,0.00218,0.00000,624.33866,202.23749,100.00000,202.23749,0.00000,0.00000,0.00000,0.00000,0.00060,0.00002,0.00594,0.00154,0.00380,0.00000,0.00000
705,318993.189900,118852.038100,305,25,80,2.620,13,int,0.00279,0.00573,0.00000,0.00000,0.00011,0.00282,0.00000,1222.75961,0.00000,288.61740,0.00000,0.00000,0.00000,0.00000,0.00000,0.00196,0.00000,0.00000,0.00189,0.00427,0.00000,0.00150
735,318968.792700,118953.636500,320,100,90,1.019,13,int,0.00279,0.00590,0.00119,0.00000,0.00000,0.00281,0.00000,1360.28630,0.00000,259.61511,22.36068,0.00000,41.23106,0.00247,0.00279,0.00048,0.00011,0.00202,0.00048,0.00439,0.00000,0.00053
799,319820.791300,119044.913100,344,95,5,0.869,13,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,1380.74229,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
840,319762.770600,119243.795500,357,95,5,2.471,13,int,0.00060,0.00441,0.00111,1.14847,0.00009,0.00000,0.00037,1511.97428,386.26416,322.02484,386.26416,1493.72021,0.00000,0.00885,0.00000,0.00538,0.00002,0.00000,0.00000,0.00058,0.00000,0.00140
1097,322468.661800,119886.559900,454,0,0,0.996,13,cont,0.00577,0.00182,0.00010,0.00000,0.00000,0.00091,0.00012,1219.94802,0.00000,40.00000,326.49655,1204.20093,0.00000,0.00000,0.00000,0.00187,0.00000,0.00000,0.00304,0.00000,0.00000,0.00000
1222,329638.274700,130073.195900,495,40,40,1.874,13,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1616.59635,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
1366,329454.462100,129136.985400,533,30,30,1.644,13,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,1218.03280,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1396,329224.640200,129143.472300,544,30,30,1.841,13,int,0.00000,0.00233,0.00076,0.00000,0.00000,0.00143,0.00010,618.08965,430.11627,370.54016,430.11627,10442.82031,160.00000,0.00000,0.00000,0.00131,0.00016,0.00000,0.00000,0.00000,0.00000,0.00152
1401,329224.640200,129143.472300,544,30,30,1.860,13,int,0.00000,0.00233,0.00076,0.00000,0.00000,0.00143,0.00010,618.08965,430.11627,370.54016,430.11627,10442.82031,160.00000,0.00000,0.00000,0.00131,0.00016,0.00000,0.00000,0.00000,0.00000,0.00152
1466,336733.825300,158059.279500,570,85,85,0.843,13,int,0.00321,0.00109,0.00008,1.09906,0.00015,0.00061,0.00008,1416.96304,200.99751,1263.96204,200.99751,568.59479,14.14214,0.00000,0.00059,0.00330,0.00005,0.00018,0.00078,0.00170,0.00053,0.00119
209,302521.520600,103766.786300,81,0,0,2.284,14,int,0.00000,0.00282,0.00000,0.00000,0.00003,0.00000,0.00006,1427.57224,440.00000,523.25903,0.00000,0.00000,110.45361,0.00163,0.00000,0.00333,0.00003,0.00000,0.00000,0.00095,0.00060,0.00099
248,302466.481400,103762.256800,96,80,60,1.384,14,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1029.97840,431.04523,526.11786,431.04523,1540.55188,160.00000,0.00142,0.00000,0.00410,0.00000,0.00000,0.00144,0.00040,0.00025,0.00099
282,303799.873900,105915.362400,118,90,90,2.745,14,int,0.00113,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1099.12036,510.09802,0.00000,510.09802,0.00000,0.00000,0.00619,0.00000,0.00179,0.00005,0.00186,0.00219,0.00426,0.00159,0.00020
330,303480.991400,106188.237400,137,95,95,1.383,14,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
332,303480.991400,106188.237400,137,95,95,1.392,14,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
392,304905.332400,112818.178700,157,100,75,1.580,14,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
430,310179.951200,115616.110100,171,35,100,3.515,14,int,0.00000,0.00518,0.00030,0.00000,0.00012,0.00207,0.00000,1417.09943,416.17303,588.21765,416.17303,1642.01099,50.00000,0.00239,0.00000,0.00147,0.00011,0.00000,0.00000,0.00438,0.00544,0.00392
557,314449.513700,117590.433200,227,100,100,2.315,14,cont,0.01469,0.00342,0.00025,0.00000,0.00005,0.00145,0.00037,1082.36968,0.00000,111.80340,0.00000,455.41190,10.00000,0.00152,0.00887,0.00481,0.00002,0.00000,0.00243,0.00009,0.00074,0.00057
574,314409.256100,117152.856500,240,100,100,2.804,14,cont,0.01044,0.00252,0.00019,0.00000,0.00005,0.00128,0.00033,1399.23373,56.56854,143.17821,56.56854,532.63495,151.32745,0.00111,0.00313,0.00142,0.00013,0.00000,0.00020,0.00034,0.00206,0.00940
690,318847.715800,119294.776200,299,25,80,2.109,14,cont,0.00182,0.00566,0.00000,0.00000,0.00011,0.00218,0.00000,826.13507,202.23749,100.00000,202.23749,0.00000,0.00000,0.00000,0.00000,0.00060,0.00002,0.00594,0.00154,0.00380,0.00000,0.00000
703,318984.548600,118883.316900,305,25,80,2.609,14,int,0.00279,0.00584,0.00000,0.00000,0.00011,0.00282,0.00000,1186.11518,0.00000,274.59061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00103,0.00000,0.00000,0.00103,0.00436,0.00000,0.00116
729,318941.192700,118536.968900,315,100,90,0.892,14,int,0.00001,0.00460,0.00088,0.00000,0.00000,0.00240,0.00000,1222.75961,0.00000,220.00000,246.98178,451.88495,0.00000,0.00000,0.00000,0.00441,0.00001,0.00507,0.00202,0.00000,0.00000,0.00170
758,318854.004700,119247.962300,331,100,90,1.438,14,cont,0.00168,0.00581,0.00000,0.00000,0.00011,0.00229,0.00000,881.37282,0.00000,110.45361,0.00000,0.00000,0.00000,0.01242,0.00000,0.00049,0.00003,0.00588,0.00078,0.00000,0.00028,0.00000
832,319840.014400,119469.499400,354,95,5,1.408,14,cont,0.00096,0.00405,0.00093,0.00000,0.00009,0.00000,0.00015,1112.05987,226.71568,496.48767,226.71568,1677.20007,0.00000,0.01132,0.00000,0.00017,0.00002,0.00000,0.00073,0.00198,0.00000,0.00000
841,319762.770600,119243.795500,357,95,5,2.474,14,int,0.00060,0.00441,0.00111,1.14847,0.00009,0.00000,0.00037,1511.97428,386.26416,322.02484,386.26416,1493.72021,0.00000,0.00885,0.00000,0.00538,0.00002,0.00000,0.00000,0.00058,0.00000,0.00140
847,320336.877100,121496.149700,362,10,2,1.290,14,int,0.00000,0.00305,0.00075,0.00000,0.00003,0.00206,0.00000,1208.56762,0.00000,278.92651,233.45235,0.00000,110.00000,0.00435,0.00000,0.00000,0.00006,0.00055,0.00267,0.00282,0.00139,0.00606
944,320395.014700,121806.687900,401,90,10,0.974,14,int,0.00144,0.00277,0.00075,0.00000,0.00003,0.00000,0.00004,1008.55378,85.44004,271.66156,85.44004,0.00000,100.00000,0.00000,0.00148,0.00000,0.00007,0.00000,0.00028,0.00080,0.00310,0.00235
951,320372.948500,121695.801400,404,90,10,1.067,14,int,0.00210,0.00280,0.00075,0.00000,0.00003,0.00000,0.00004,1008.55378,0.00000,270.73972,111.80340,0.00000,192.35384,0.00000,0.00208,0.00000,0.00009,0.00000,0.00000,0.00006,0.00358,0.00499
982,320291.592800,121291.079100,413,90,10,1.587,14,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00004,811.15133,412.31058,298.32867,412.31058,0.00000,0.00000,0.00876,0.00000,0.00000,0.00004,0.00000,0.00243,0.00616,0.00000,0.00430
1049,322474.694100,119539.447800,432,95,95,2.744,14,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1057,322474.710800,119540.559800,439,95,95,2.853,14,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1507.07342,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1061,322491.449500,119439.094200,440,0,0,0.586,14,cont,0.00705,0.00133,0.00008,0.00000,0.00004,0.00000,0.00007,1507.46016,364.00549,58.30952,364.00549,796.05273,0.00000,0.00000,0.00000,0.00903,0.00000,0.00000,0.00838,0.00000,0.00000,0.00000
1150,329476.111300,129131.128100,472,5,60,2.143,14,int,0.00000,0.00000,0.00000,0.00000,0.00049,0.00215,0.00010,1009.19449,670.82037,371.21423,670.82037,10550.07617,0.00000,0.00000,0.00000,0.00571,0.00014,0.00000,0.00000,0.00000,0.00000,0.00759
1178,330189.055100,129809.892800,483,40,40,1.055,14,int,0.00000,0.00309,0.00134,0.00000,0.00043,0.00238,0.00002,609.02232,1394.34570,0.00000,1394.34570,11489.34277,40.00000,0.00875,0.00000,0.00189,0.00000,0.00267,0.00238,0.00000,0.00000,0.00000
1230,329638.274700,130073.195900,495,40,40,1.960,14,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1202.82161,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
1348,329454.462100,129136.985400,533,30,30,1.542,14,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,810.03552,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1353,329454.462100,129136.985400,533,30,30,1.568,14,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,810.03552,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1459,336678.124100,158007.694200,567,85,85,0.712,14,int,0.00352,0.00101,0.00008,1.09906,0.00000,0.00061,0.00008,674.78952,134.53624,1318.55981,134.53624,542.03320,0.00000,0.00441,0.00000,0.00230,0.00004,0.00128,0.00000,0.00187,0.00067,0.00119
1499,339928.757200,158296.529200,591,50,80,0.660,14,wtt,0.00000,0.00222,0.00072,1.67562,0.00000,0.00126,0.00014,615.40151,347.85056,540.00000,347.85056,922.82178,0.00000,0.00362,0.00000,0.00720,0.00000,0.00000,0.00535,0.00042,0.00000,0.00000
201,302418.318000,103748.700100,80,0,0,2.179,15,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1427.07446,427.55118,520.38446,0.00000,0.00000,131.52946,0.00098,0.00000,0.00445,0.00001,0.00000,0.00101,0.00000,0.00000,0.00099
281,303799.873900,105915.362400,118,90,90,2.658,15,int,0.00113,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1068.65803,510.09802,0.00000,510.09802,0.00000,0.00000,0.00619,0.00000,0.00179,0.00005,0.00186,0.00219,0.00426,0.00159,0.00020
310,303494.988100,106183.528000,130,95,95,1.244,15,int,0.00159,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1036.92638,0.00000,0.00000,0.00000,0.00000,40.00000,0.00745,0.00000,0.00000,0.00005,0.00333,0.00000,0.00615,0.00239,0.00000
534,312395.054300,116798.360300,212,100,100,2.822,15,int,0.00568,0.00178,0.00014,0.00000,0.00000,0.00098,0.00004,808.76427,20.00000,0.00000,20.00000,652.53351,0.00000,0.00000,0.00533,0.00000,0.00002,0.00219,0.00000,0.00000,0.00000,0.00000
541,312796.892200,116708.153600,214,100,100,3.136,15,int,0.00211,0.00125,0.00014,0.00000,0.00000,0.00048,0.00004,1517.48360,31.62278,85.44004,31.62278,353.83612,143.17821,0.00000,0.00210,0.00719,0.00004,0.00000,0.00166,0.00000,0.00074,0.00276
632,317888.754900,121665.710700,282,0,0,0.580,15,int,0.00111,0.00222,0.00025,0.00000,0.00005,0.00101,0.00020,1009.08201,694.62219,214.00934,694.62219,2953.30322,10.00000,0.00378,0.00000,0.00000,0.00009,0.00287,0.00000,0.00440,0.00159,0.00000
794,319820.791300,119044.913100,344,95,5,0.815,15,int,0.00000,0.00385,0.00094,0.00000,0.00008,0.00214,0.00027,923.97303,200.00000,327.56677,200.00000,0.00000,0.00000,0.00685,0.00000,0.00300,0.00004,0.00000,0.00333,0.00304,0.00190,0.00158
818,319765.648200,119248.199900,348,95,5,1.134,15,int,0.00068,0.00441,0.00109,0.00000,0.00009,0.00239,0.00035,1000.41985,380.78867,326.49655,380.78867,0.00000,0.00000,0.00885,0.00000,0.00515,0.00002,0.00000,0.00812,0.00059,0.00000,0.00123
852,320243.550600,121134.990900,365,10,2,1.740,15,int,0.00000,0.00296,0.00066,0.00000,0.00003,0.00186,0.00000,809.05034,0.00000,329.84845,260.00000,3221.25757,20.00000,0.00655,0.00000,0.00000,0.00004,0.00280,0.00000,0.00533,0.00000,0.00223
911,320366.717700,121701.458700,389,10,2,2.297,15,int,0.00210,0.00280,0.00075,0.00000,0.00003,0.00206,0.00000,1614.08818,0.00000,280.71338,111.80340,0.00000,0.00000,0.00058,0.00210,0.00502,0.00009,0.00000,0.00000,0.00023,0.00358,0.00495
1187,329944.079300,129782.074400,489,40,40,1.296,15,wtt,0.00000,0.00346,0.00134,0.00000,0.00052,0.00246,0.00002,612.67275,1367.40625,0.00000,1367.40625,11345.68164,0.00000,0.01065,0.00000,0.00128,0.00000,0.00530,0.00236,0.00000,0.00000,0.00000
1202,329799.732600,129938.638500,491,40,40,1.554,15,cont,0.00120,0.00308,0.00129,0.00000,0.00050,0.00236,0.00002,1510.26112,1351.03662,120.41595,1351.03662,11415.44531,0.00000,0.00793,0.00000,0.00591,0.00000,0.00691,0.00195,0.00018,0.00000,0.00038
1218,329638.274700,130073.195900,495,40,40,1.857,15,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1581.28213,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
1409,329224.640200,129143.472300,544,30,30,1.919,15,int,0.00000,0.00233,0.00076,0.00000,0.00000,0.00143,0.00010,991.63809,430.11627,370.54016,430.11627,10442.82031,160.00000,0.00000,0.00000,0.00131,0.00016,0.00000,0.00000,0.00000,0.00000,0.00152
1468,336733.825300,158059.279500,570,85,85,0.857,15,int,0.00321,0.00109,0.00008,1.09906,0.00015,0.00061,0.00008,1416.96304,200.99751,1263.96204,200.99751,568.59479,14.14214,0.00000,0.00059,0.00330,0.00005,0.00018,0.00078,0.00170,0.00053,0.00119
227,302741.754600,103450.095100,88,0,0,2.786,16,int,0.00142,0.00246,0.00047,0.00000,0.00003,0.00000,0.00006,1427.07446,205.18285,138.92444,205.18285,1896.62854,0.00000,0.01153,0.00000,0.00108,0.00002,0.00000,0.00000,0.00162,0.00000,0.00038
273,303450.762300,106191.023800,106,90,90,2.112,16,int,0.00000,0.00408,0.00004,0.00000,0.00000,0.00167,0.00013,825.12236,334.21548,0.00000,334.21548,0.00000,0.00000,0.00833,0.00000,0.00000,0.00005,0.00502,0.00000,0.00561,0.00239,0.00000
329,303480.991400,106188.237400,137,95,95,1.378,16,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
447,310205.348700,115418.790500,173,35,100,3.721,16,int,0.00413,0.00447,0.00017,0.00000,0.00012,0.00180,0.00000,620.19922,372.15588,735.39105,372.15588,1780.89868,72.80110,0.00181,0.00000,0.00602,0.00011,0.00000,0.00000,0.00000,0.00000,0.00758
448,310205.348700,115418.790500,173,35,100,3.740,16,int,0.00413,0.00447,0.00017,0.00000,0.00012,0.00180,0.00000,620.19922,372.15588,735.39105,372.15588,1780.89868,72.80110,0.00181,0.00000,0.00602,0.00011,0.00000,0.00000,0.00000,0.00000,0.00758
545,311737.172700,117078.712600,223,0,2,1.620,16,int,0.00984,0.00306,0.00003,0.00000,0.00000,0.00079,0.00004,1204.26384,0.00000,735.45905,0.00000,310.00000,41.23106,0.00740,0.00779,0.00001,0.00000,0.00270,0.00000,0.00046,0.00000,0.00000
683,318850.450300,119334.775000,298,25,80,1.988,16,wtt,0.00198,0.00549,0.00000,0.00000,0.00011,0.00213,0.00000,1022.45222,200.00000,114.01754,200.00000,0.00000,0.00000,0.01290,0.00000,0.00060,0.00002,0.00572,0.00242,0.00307,0.00000,0.00000
684,318850.450300,119334.775000,298,25,80,2.000,16,wtt,0.00198,0.00549,0.00000,0.00000,0.00011,0.00213,0.00000,624.33866,200.00000,114.01754,200.00000,0.00000,0.00000,0.01290,0.00000,0.00060,0.00002,0.00572,0.00242,0.00307,0.00000,0.00000
732,318999.655000,118816.344400,316,100,90,0.945,16,cont,0.00279,0.00557,0.00119,0.00000,0.00000,0.00281,0.00000,1223.04629,0.00000,292.74564,0.00000,0.00000,0.00000,0.00094,0.00279,0.00333,0.00009,0.00000,0.00232,0.00328,0.00000,0.00263
743,318968.792700,118953.636500,320,100,90,1.130,16,int,0.00279,0.00590,0.00119,0.00000,0.00000,0.00281,0.00000,624.33866,0.00000,259.61511,22.36068,0.00000,41.23106,0.00247,0.00279,0.00048,0.00011,0.00202,0.00048,0.00439,0.00000,0.00053
1072,322461.466700,119640.860700,441,0,0,0.749,16,cont,0.00752,0.00159,0.00009,0.00000,0.00004,0.00087,0.00012,1404.23080,310.48349,42.42641,310.48349,989.79797,0.00000,0.00000,0.00000,0.00373,0.00000,0.00000,0.00694,0.00000,0.00000,0.00000
1073,322469.490000,119660.760900,447,0,0,0.784,16,cont,0.00750,0.00164,0.00009,0.00000,0.00004,0.00088,0.00012,1404.23080,296.14185,22.36068,296.14185,1007.22394,0.00000,0.00000,0.00000,0.00374,0.00000,0.00000,0.00664,0.00000,0.00000,0.00000
1179,330189.055100,129809.892800,483,40,40,1.058,16,int,0.00000,0.00309,0.00134,0.00000,0.00043,0.00238,0.00002,609.02232,1394.34570,0.00000,1394.34570,11489.34277,40.00000,0.00875,0.00000,0.00189,0.00000,0.00267,0.00238,0.00000,0.00000,0.00000
1233,329407.199800,130036.315600,496,40,40,1.999,16,wtt,0.00000,0.00000,0.00082,0.00000,0.00038,0.00161,0.00003,1202.82161,1187.01306,422.01895,1187.01306,0.00000,20.00000,0.00000,0.00000,0.00108,0.00005,0.00403,0.00040,0.00542,0.00000,0.00187
1464,336733.825300,158059.279500,570,85,85,0.833,16,int,0.00321,0.00109,0.00008,1.09906,0.00015,0.00061,0.00008,1469.86572,200.99751,1263.96204,200.99751,568.59479,14.14214,0.00000,0.00059,0.00330,0.00005,0.00018,0.00078,0.00170,0.00053,0.00119
291,303801.343700,105918.672200,125,95,95,0.817,17,int,0.00113,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1215.20314,510.09802,422.01895,510.09802,0.00000,20.00000,0.00000,0.00000,0.00179,0.00005,0.00187,0.00219,0.00426,0.00151,0.00020
311,303480.991400,106188.237400,137,95,95,1.247,17,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1026.58586,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
318,303480.991400,106188.237400,137,95,95,1.298,17,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,993.56291,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
564,314437.727600,117514.992300,237,100,100,2.383,17,cont,0.01369,0.00329,0.00025,0.00000,0.00005,0.00145,0.00037,1201.54301,22.36068,120.83046,22.36068,440.00000,0.00000,0.00131,0.00677,0.00497,0.00001,0.00000,0.00199,0.00000,0.00062,0.00000
695,318854.480100,119233.495400,299,25,80,2.126,17,cont,0.00174,0.00584,0.00000,0.00000,0.00011,0.00231,0.00000,624.33866,210.23796,114.01754,210.23796,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00602,0.00000,0.00503,0.00000,0.00000
836,319834.035300,119446.234600,356,95,5,2.365,17,cont,0.00096,0.00409,0.00096,0.00000,0.00009,0.00000,0.00017,1108.09650,240.41631,478.53946,240.41631,1649.15125,0.00000,0.01185,0.00000,0.00033,0.00001,0.00000,0.00118,0.00106,0.00000,0.00000
853,320248.002200,121150.493900,365,10,2,1.743,17,int,0.00000,0.00297,0.00066,0.00000,0.00003,0.00188,0.00000,1208.56762,0.00000,331.36084,278.56778,3237.60718,0.00000,0.00704,0.00000,0.00000,0.00004,0.00251,0.00000,0.00595,0.00000,0.00307
854,320248.002200,121150.493900,365,10,2,1.746,17,int,0.00000,0.00297,0.00066,0.00000,0.00003,0.00188,0.00000,1208.56762,0.00000,331.36084,278.56778,3237.60718,0.00000,0.00704,0.00000,0.00000,0.00004,0.00251,0.00000,0.00595,0.00000,0.00307
861,320274.591700,121235.728100,365,10,2,1.770,17,int,0.00000,0.00296,0.00073,0.00000,0.00003,0.00203,0.00000,1202.16053,0.00000,310.64450,373.36310,3286.60913,0.00000,0.00841,0.00000,0.00000,0.00004,0.00172,0.00193,0.00612,0.00000,0.00398
978,320291.592800,121291.079100,413,90,10,1.560,17,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00004,809.05034,412.31058,298.32867,412.31058,0.00000,0.00000,0.00876,0.00000,0.00000,0.00004,0.00000,0.00243,0.00616,0.00000,0.00430
1224,329638.274700,130073.195900,495,40,40,1.889,17,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1550.41363,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
65,295643.541100,96732.106200,18,99,99,0.719,18,int,0.00000,0.00193,0.00060,0.00000,0.00000,0.00000,0.00000,1221.55025,382.09946,325.72995,382.09946,669.10388,30.00000,0.00429,0.00000,0.00000,0.00009,0.00000,0.00000,0.00580,0.00000,0.00000
215,302619.413700,103727.132400,84,0,0,2.486,18,int,0.00000,0.00282,0.00000,0.00000,0.00003,0.00000,0.00006,1019.67474,403.11288,442.83179,403.11288,1604.30676,10.00000,0.00560,0.00000,0.00371,0.00004,0.00000,0.00000,0.00244,0.00060,0.00199
236,302732.434700,103479.190200,91,80,60,1.065,18,int,0.00117,0.00250,0.00047,0.00000,0.00003,0.00167,0.00006,1023.57326,219.31712,170.00000,219.31712,1865.10059,0.00000,0.01260,0.00000,0.00196,0.00002,0.00000,0.00622,0.00165,0.00000,0.00009
